country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,region,subregion,landAreaKm,density,co2_per_landmass
Italy,1993,ITA,56869456.0,1529549684736.0,14.065,0.247,431.605,372.834,-8.883,-2.327,6.556,0.244,0.2,7.589,0.282,0.231,52.079,0.916,559.593,9.84,0.366,590.307,13183.162,13858.548,3194.792,16.164,1597.184,943.553,7764.565,20.151,32795.352,1.219,4.18,0.074,96.872,1.703,8.298,7.691,-58.771,-1.033,47.62,0.837,25.77,0.453,259.336,4.56,0.089,5.072,1865.054,2.55,1.892,1.346,0.613,4.265,1.504,0.939,0.69,0.18,1.754,0.156,2.612,Europe,Southern Europe,295717.0,199.078,0.0014595204198608806
Italy,1994,ITA,56883820.0,1573413584896.0,13.791,0.242,425.797,365.597,-7.237,-1.941,6.427,0.232,0.196,7.485,0.271,0.229,54.772,0.963,542.233,9.532,0.345,604.098,13608.959,14224.145,3249.564,20.234,1689.978,883.354,8020.077,25.009,32712.924,1.183,4.07,0.072,92.794,1.631,8.208,7.602,-60.2,-1.058,48.09,0.845,25.07,0.441,255.512,4.492,0.085,4.858,1860.836,2.344,1.854,1.293,0.641,4.187,1.512,0.946,0.689,0.22,1.776,0.145,2.616,Europe,Southern Europe,295717.0,199.078,0.0014398800204249334
Italy,1995,ITA,56885124.0,1630198169600.0,15.31,0.269,449.826,397.797,32.2,8.808,6.993,0.244,0.205,7.908,0.276,0.232,58.417,1.027,562.602,9.89,0.345,619.409,14058.785,14621.941,3307.98,24.236,1792.89,831.325,8284.276,29.994,34040.484,1.188,4.002,0.07,102.913,1.809,8.655,8.049,-52.029,-0.915,48.34,0.85,25.84,0.454,264.199,4.644,0.088,4.985,1936.397,2.46,1.918,1.384,0.664,4.115,1.523,0.954,0.688,0.256,1.804,0.135,2.622,Europe,Southern Europe,295717.0,199.078,0.0015211367625128079
Italy,1996,ITA,56898972.0,1662791450624.0,13.988,0.246,444.029,392.77,-5.027,-1.264,6.903,0.236,0.203,7.804,0.267,0.229,53.524,0.941,529.188,9.3,0.318,633.396,14502.814,15014.712,3361.505,28.087,1899.08,780.066,8546.115,34.631,34021.672,1.164,3.85,0.068,106.19,1.866,8.593,7.987,-51.259,-0.901,49.2,0.865,26.1,0.459,261.84,4.602,0.082,4.637,1935.798,2.202,1.838,1.334,0.594,4.038,1.531,0.961,0.687,0.289,1.83,0.126,2.625,Europe,Southern Europe,295717.0,199.078,0.001501533560803065
Italy,1997,ITA,56925808.0,1705185902592.0,14.233,0.25,449.754,412.784,20.014,5.096,7.251,0.242,0.21,7.901,0.264,0.228,54.146,0.951,534.114,9.383,0.313,647.629,14952.568,15427.496,3415.651,32.099,2009.004,743.096,8808.885,39.301,34593.879,1.155,4.013,0.07,109.923,1.931,8.657,8.051,-36.97,-0.649,49.69,0.873,25.75,0.452,262.769,4.616,0.082,4.67,1969.284,2.152,1.851,1.314,0.604,3.962,1.539,0.968,0.685,0.323,1.857,0.119,2.627,Europe,Southern Europe,295717.0,199.078,0.0015208932864867425
Italy,1998,ITA,56938736.0,1744897703936.0,14.538,0.255,461.946,443.516,30.732,7.445,7.789,0.254,0.22,8.113,0.265,0.229,54.867,0.964,544.584,9.564,0.312,662.167,15414.515,15871.012,3470.518,35.986,2127.558,724.666,9074.371,43.913,35381.559,1.155,3.887,0.068,118.555,2.082,8.856,8.25,-18.43,-0.324,49.44,0.868,26.15,0.459,265.487,4.663,0.081,4.612,2014.581,2.207,1.908,1.493,0.629,3.894,1.548,0.978,0.684,0.353,1.888,0.115,2.629,Europe,Southern Europe,295717.0,199.078,0.0015621218935671607
Italy,1999,ITA,56945064.0,1784528371712.0,15.277,0.268,466.425,436.27,-7.246,-1.634,7.661,0.244,0.211,8.191,0.261,0.225,53.94,0.947,558.851,9.814,0.313,677.444,15880.939,16307.283,3524.458,39.095,2256.61,694.511,9334.75,48.583,36375.105,1.161,3.109,0.055,129.051,2.266,8.989,8.383,-30.155,-0.53,49.67,0.872,26.4,0.464,260.378,4.572,0.082,4.67,2071.383,2.211,1.886,1.444,0.609,3.828,1.556,0.986,0.683,0.375,1.924,0.109,2.627,Europe,Southern Europe,295717.0,199.078,0.001577268131355316
Italy,2000,ITA,56966400.0,1863750516736.0,15.862,0.278,470.487,436.009,-0.261,-0.06,7.654,0.234,0.208,8.259,0.252,0.224,56.032,0.984,569.454,9.996,0.306,693.307,16351.427,16743.291,3580.49,42.357,2391.423,660.033,9590.336,53.515,36851.285,1.126,3.262,0.057,134.813,2.367,9.081,8.476,-34.478,-0.605,50.9,0.894,26.7,0.469,255.585,4.487,0.087,4.932,2099.285,2.197,1.848,1.426,0.609,3.764,1.563,0.994,0.682,0.396,1.96,0.103,2.623,Europe,Southern Europe,295717.0,199.078,0.001591004237159176
Italy,2001,ITA,56994992.0,1910079750144.0,16.394,0.288,470.568,430.337,-5.672,-1.301,7.55,0.225,0.205,8.256,0.246,0.224,59.024,1.036,559.669,9.82,0.293,709.701,16821.994,17173.629,3639.514,45.427,2526.531,619.802,9842.12,58.702,36802.125,1.098,3.071,0.054,135.107,2.371,9.053,8.444,-40.231,-0.706,49.37,0.866,25.55,0.448,251.785,4.418,0.091,5.186,2097.537,2.173,1.833,1.415,0.638,3.702,1.57,1.002,0.681,0.414,1.993,0.096,2.617,Europe,Southern Europe,295717.0,199.078,0.0015912781476884995
Italy,2002,ITA,57107576.0,1928259829760.0,16.289,0.285,477.999,430.66,0.323,0.075,7.541,0.223,0.207,8.37,0.248,0.229,60.016,1.051,573.909,10.05,0.298,725.99,17299.994,17604.289,3699.53,48.27,2662.395,572.463,10099.791,64.018,36481.184,1.08,2.843,0.05,135.865,2.379,9.198,8.59,-47.339,-0.829,50.18,0.879,26.31,0.461,257.671,4.512,0.093,5.316,2083.352,2.046,1.819,1.369,0.62,3.636,1.576,1.008,0.68,0.428,2.022,0.088,2.614,Europe,Southern Europe,295717.0,199.078,0.001616406902545339
Italy,2003,ITA,57425176.0,1944748163072.0,16.938,0.295,495.962,453.716,23.056,5.354,7.901,0.233,0.211,8.637,0.255,0.231,65.126,1.134,589.663,10.268,0.303,742.928,17795.955,18058.004,3764.656,51.654,2811.419,530.217,10355.737,69.56,37436.273,1.105,3.384,0.059,149.024,2.595,9.475,8.871,-42.246,-0.736,50.21,0.874,25.69,0.447,255.947,4.457,0.097,5.542,2149.785,1.987,1.794,1.362,0.619,3.568,1.581,1.015,0.679,0.446,2.055,0.081,2.608,Europe,Southern Europe,295717.0,199.078,0.0016771507894371984
Italy,2004,ITA,57860664.0,1989364940800.0,17.408,0.301,501.563,457.156,3.44,0.758,7.901,0.23,0.208,8.668,0.252,0.228,72.217,1.248,607.157,10.493,0.305,760.336,18297.518,18515.16,3836.873,54.3,2966.081,485.81,10604.536,75.393,37979.512,1.105,2.646,0.046,154.662,2.673,9.607,9.007,-44.408,-0.767,49.5,0.856,27.02,0.467,248.798,4.3,0.101,5.833,2197.52,1.912,1.751,1.345,0.664,3.499,1.585,1.021,0.678,0.456,2.088,0.073,2.598,Europe,Southern Europe,295717.0,199.078,0.0016960911952982073
Italy,2005,ITA,58199876.0,2022361923584.0,17.403,0.299,502.255,451.362,-5.793,-1.267,7.755,0.223,0.205,8.63,0.248,0.228,71.265,1.224,616.382,10.591,0.305,777.739,18799.773,18966.521,3908.138,56.857,3131.741,434.917,10843.948,81.351,37805.059,1.088,2.557,0.044,165.66,2.846,9.574,8.978,-50.893,-0.874,49.76,0.855,25.7,0.442,239.412,4.114,0.102,5.958,2200.25,1.805,1.696,1.315,0.617,3.427,1.588,1.027,0.677,0.464,2.124,0.065,2.586,Europe,Southern Europe,295717.0,199.078,0.0016984312704376144
Italy,2006,ITA,58429904.0,2077408362496.0,17.474,0.299,496.847,443.682,-7.68,-1.702,7.593,0.214,0.203,8.503,0.239,0.227,70.787,1.211,639.445,10.944,0.308,795.213,19296.621,19410.205,3978.925,59.448,3294.325,381.752,11081.419,87.29,37481.965,1.054,2.591,0.044,162.585,2.783,9.333,8.739,-53.165,-0.91,49.21,0.842,20.67,0.354,237.471,4.064,0.102,5.939,2190.068,1.662,1.624,1.244,0.581,3.349,1.589,1.031,0.675,0.472,2.154,0.057,2.574,Europe,Southern Europe,295717.0,199.078,0.0016801435155909196
Italy,2007,ITA,58778480.0,2122822582272.0,17.914,0.305,490.566,464.552,20.87,4.704,7.903,0.219,0.216,8.346,0.231,0.228,70.675,1.202,627.877,10.682,0.296,813.127,19787.186,19874.756,4049.6,61.975,3457.838,355.738,11311.435,93.212,36549.082,1.012,2.526,0.043,163.512,2.782,9.161,8.571,-26.014,-0.443,49.3,0.839,20.12,0.342,230.016,3.913,0.101,5.922,2148.3,1.586,1.557,1.292,0.553,3.269,1.588,1.036,0.673,0.478,2.18,0.052,2.56,Europe,Southern Europe,295717.0,199.078,0.0016589036139281813
Italy,2008,ITA,59224228.0,2115287121920.0,16.127,0.272,478.869,434.901,-29.651,-6.383,7.343,0.206,0.206,8.086,0.226,0.227,68.139,1.151,616.0,10.401,0.291,829.254,20266.055,20309.658,4117.739,64.571,3624.98,311.77,11530.875,98.636,35659.477,0.998,2.596,0.044,167.142,2.822,8.839,8.253,-43.968,-0.742,49.35,0.833,18.66,0.315,219.441,3.705,0.092,5.424,2111.905,1.41,1.492,1.184,0.516,3.187,1.586,1.038,0.669,0.484,2.204,0.046,2.545,Europe,Southern Europe,295717.0,199.078,0.0016193489045269634
Italy,2009,ITA,59562844.0,2013344956416.0,13.341,0.224,424.694,395.163,-39.738,-9.137,6.634,0.196,0.2,7.13,0.211,0.215,52.388,0.88,564.632,9.48,0.28,842.595,20690.75,20704.818,4170.127,66.802,3779.014,282.238,11729.618,102.594,33102.941,0.979,2.232,0.037,154.034,2.586,7.966,7.383,-29.532,-0.496,48.74,0.818,17.37,0.292,198.742,3.337,0.066,3.958,1971.705,1.135,1.346,1.08,0.402,3.098,1.58,1.039,0.664,0.487,2.22,0.041,2.528,Europe,Southern Europe,295717.0,199.078,0.0014361501029700695
Italy,2010,ITA,59822452.0,2061694140416.0,13.276,0.222,436.117,391.343,-3.819,-0.966,6.542,0.19,0.192,7.29,0.212,0.214,58.218,0.973,602.896,10.078,0.292,855.871,21126.867,21096.164,4228.345,69.179,3943.361,237.464,11923.406,106.706,34046.293,0.988,2.377,0.04,164.347,2.747,8.075,7.495,-44.774,-0.748,48.99,0.819,16.82,0.281,193.788,3.239,0.069,4.111,2036.733,1.058,1.307,1.024,0.418,3.008,1.573,1.039,0.658,0.491,2.235,0.034,2.508,Europe,Southern Europe,295717.0,199.078,0.0014747782508276494
Italy,2011,ITA,60025952.0,2088117207040.0,12.583,0.21,424.256,389.778,-1.565,-0.4,6.493,0.187,0.195,7.068,0.203,0.212,65.439,1.09,581.382,9.686,0.278,868.454,21551.125,21485.941,4293.784,71.794,4096.361,202.986,12109.842,110.889,33284.145,0.957,2.615,0.044,153.0,2.549,7.871,7.294,-34.478,-0.574,46.59,0.776,16.28,0.271,186.435,3.106,0.07,4.183,1997.912,0.932,1.23,0.988,0.444,2.914,1.564,1.038,0.654,0.496,2.241,0.029,2.488,Europe,Southern Europe,295717.0,199.078,0.0014346689571448376
Italy,2012,ITA,60190152.0,2029244776448.0,10.071,0.167,403.697,355.479,-34.299,-8.8,5.906,0.175,0.183,6.707,0.199,0.208,66.959,1.112,528.568,8.782,0.26,878.526,21954.82,21841.42,4360.743,74.322,4244.075,154.767,12282.521,114.634,32295.605,0.958,2.528,0.042,147.714,2.454,7.547,6.972,-48.218,-0.801,47.28,0.786,16.75,0.278,172.68,2.869,0.062,3.745,1943.877,0.727,1.153,0.892,0.449,2.817,1.554,1.035,0.649,0.501,2.242,0.022,2.465,Europe,Southern Europe,295717.0,199.078,0.0013651464068687293
Italy,2013,ITA,60312600.0,1994213294080.0,8.877,0.147,369.68,322.304,-33.174,-9.332,5.344,0.162,0.173,6.129,0.185,0.199,57.782,0.958,491.275,8.145,0.246,887.403,22324.5,22163.725,4418.525,77.024,4381.776,107.392,12441.703,118.069,30816.119,0.932,2.702,0.045,137.701,2.283,7.002,6.427,-47.376,-0.785,45.13,0.748,16.57,0.275,159.183,2.639,0.057,3.435,1858.6,0.615,1.047,0.807,0.385,2.72,1.542,1.031,0.643,0.506,2.237,0.015,2.44,Europe,Southern Europe,295717.0,199.078,0.0012501141293872183
Italy,2014,ITA,60322792.0,1996478611456.0,8.339,0.138,349.39,301.209,-21.095,-6.545,4.993,0.151,0.171,5.792,0.175,0.198,55.837,0.926,474.485,7.866,0.238,895.742,22673.891,22464.934,4474.362,79.525,4503.366,59.21,12599.541,121.356,29214.83,0.883,2.501,0.041,121.589,2.016,6.674,6.099,-48.182,-0.799,44.08,0.731,16.2,0.269,157.836,2.617,0.055,3.288,1762.32,0.556,0.982,0.744,0.371,2.624,1.528,1.026,0.637,0.509,2.224,0.008,2.415,Europe,Southern Europe,295717.0,199.078,0.0011815012325973818
Italy,2015,ITA,60232908.0,2012113928192.0,8.196,0.136,361.163,318.184,16.976,5.636,5.283,0.158,0.176,5.996,0.179,0.199,53.063,0.881,455.583,7.564,0.226,903.938,23035.055,22783.117,4527.425,82.099,4636.122,16.232,12761.073,124.397,30065.109,0.9,2.574,0.043,132.756,2.204,6.877,6.302,-42.979,-0.714,44.85,0.745,16.33,0.271,161.533,2.682,0.05,3.04,1810.909,0.567,1.016,0.777,0.361,2.541,1.516,1.021,0.632,0.513,2.215,0.002,2.392,Europe,Southern Europe,295717.0,199.078,0.001221312944470558
Italy,2016,ITA,60118628.0,2026955079680.0,7.68,0.128,358.183,320.37,2.186,0.687,5.329,0.158,0.176,5.958,0.177,0.197,48.559,0.808,441.957,7.351,0.218,911.618,23393.236,23103.488,4575.984,84.288,4776.914,-21.581,12917.088,127.345,30224.332,0.896,2.189,0.036,140.792,2.342,6.816,6.603,-37.812,-0.629,44.73,0.744,16.32,0.271,156.015,2.595,0.049,2.948,1817.045,0.516,1.008,0.8,0.338,2.46,1.505,1.017,0.626,0.514,2.209,-0.003,2.368,Europe,Southern Europe,295717.0,199.078,0.0012112357422806265
Italy,2017,ITA,60004024.0,2060761825280.0,7.711,0.129,352.735,311.186,-9.184,-2.867,5.186,0.151,0.169,5.879,0.171,0.192,42.04,0.701,446.571,7.442,0.217,919.33,23745.973,23414.674,4618.024,86.639,4925.672,-63.131,13065.865,130.442,30635.631,0.892,2.351,0.039,148.758,2.479,6.741,6.529,-41.55,-0.692,44.88,0.748,16.21,0.27,148.778,2.479,0.052,3.097,1838.261,0.511,0.977,0.77,0.29,2.384,1.493,1.013,0.619,0.516,2.205,-0.009,2.342,Europe,Southern Europe,295717.0,199.078,0.0011928127229750066
Italy,2018,ITA,59877432.0,2077209133056.0,7.757,0.13,349.005,306.429,-4.756,-1.528,5.118,0.148,0.165,5.829,0.168,0.188,39.424,0.658,451.11,7.534,0.217,927.086,24094.977,23721.104,4657.448,88.934,5069.344,-105.706,13218.564,133.6,30957.242,0.892,2.295,0.038,143.672,2.399,6.647,6.433,-42.576,-0.711,44.59,0.745,15.39,0.257,152.698,2.55,0.053,3.159,1853.64,0.494,0.948,0.747,0.267,2.31,1.481,1.008,0.613,0.517,2.195,-0.014,2.319,Europe,Southern Europe,295717.0,199.078,0.0011801993121802264
Japan,1990,JPN,123686320.0,3699821510656.0,38.701,0.313,1158.129,1157.067,134.909,13.198,9.355,0.313,0.222,9.363,0.313,0.222,317.934,2.57,1317.659,10.653,0.356,1024.541,28813.904,33932.695,11723.571,1.525,1037.587,5387.179,15014.897,11.782,42192.621,1.411,0.192,0.002,118.872,0.961,9.556,8.944,-1.063,-0.009,37.47,0.303,27.63,0.223,670.648,5.422,0.095,11.782,5218.65,7.837,5.089,4.187,3.659,8.363,3.565,2.437,2.679,0.019,1.311,0.915,5.58,Asia,Eastern Asia,364500.0,338.2566,0.003177308641975308
Japan,1991,JPN,124073992.0,3824698523648.0,40.347,0.325,1169.778,1167.579,10.512,0.909,9.41,0.305,0.219,9.428,0.306,0.219,317.799,2.561,1336.396,10.771,0.349,1064.888,29983.682,35100.273,12041.37,1.741,1164.581,5384.981,15687.903,23.198,43008.559,1.395,0.215,0.002,126.994,1.024,9.65,9.041,-2.198,-0.018,37.49,0.302,26.95,0.217,673.007,5.424,0.092,11.415,5336.244,7.946,5.032,4.17,3.694,8.346,3.606,2.471,2.698,0.021,1.402,0.907,5.627,Asia,Eastern Asia,364500.0,338.2566,0.0032092674897119342
Japan,1992,JPN,124444696.0,3855720120320.0,41.666,0.335,1179.504,1177.013,9.433,0.808,9.458,0.305,0.218,9.478,0.306,0.219,312.156,2.508,1423.635,11.44,0.369,1106.554,31163.188,36277.289,12353.526,1.949,1293.016,5382.489,16374.469,33.672,43327.996,1.398,0.208,0.002,128.435,1.032,9.727,9.119,-2.492,-0.02,37.93,0.305,27.27,0.219,686.565,5.517,0.084,10.475,5391.939,7.877,5.224,4.285,3.717,8.327,3.649,2.505,2.717,0.022,1.486,0.899,5.685,Asia,Eastern Asia,364500.0,338.2566,0.0032359506172839505
Japan,1993,JPN,124779576.0,3861077295104.0,41.224,0.33,1172.487,1168.2,-8.812,-0.749,9.362,0.303,0.213,9.396,0.304,0.214,317.625,2.545,1395.227,11.182,0.361,1147.778,32335.674,37445.488,12671.152,2.16,1424.234,5378.203,17046.486,43.863,43862.707,1.418,0.212,0.002,131.217,1.052,9.648,9.042,-4.287,-0.034,37.97,0.304,27.22,0.218,672.018,5.386,0.082,10.19,5473.17,7.475,5.14,4.219,3.736,8.293,3.688,2.538,2.736,0.024,1.564,0.891,5.734,Asia,Eastern Asia,364500.0,338.2566,0.0032166995884773666
Japan,1994,JPN,125119264.0,3898677133312.0,42.297,0.338,1227.514,1226.707,58.507,5.008,9.804,0.315,0.216,9.811,0.315,0.216,325.338,2.6,1468.175,11.734,0.377,1190.075,33563.188,38672.195,12996.489,2.392,1561.901,5377.396,17758.502,53.826,45380.566,1.456,0.231,0.002,137.668,1.1,10.084,9.479,-0.806,-0.006,38.3,0.306,28.69,0.229,712.016,5.691,0.08,9.963,5677.983,7.188,5.344,4.34,3.806,8.248,3.73,2.571,2.755,0.026,1.641,0.883,5.793,Asia,Eastern Asia,364500.0,338.2566,0.0033676652949245537
Japan,1995,JPN,125433968.0,4003033513984.0,42.142,0.336,1239.909,1234.67,7.962,0.649,9.843,0.308,0.207,9.885,0.31,0.208,335.293,2.673,1499.94,11.958,0.375,1232.217,34803.098,39906.863,13331.782,2.913,1704.55,5372.157,18467.832,63.801,47580.195,1.491,0.522,0.004,142.649,1.137,10.181,9.577,-5.24,-0.042,37.43,0.298,28.45,0.227,709.328,5.655,0.08,9.975,5968.173,6.77,5.285,4.295,3.813,8.187,3.77,2.604,2.774,0.031,1.715,0.875,5.846,Asia,Eastern Asia,364500.0,338.2566,0.003401670781893004
Japan,1996,JPN,125726224.0,4124648144896.0,42.56,0.339,1252.447,1246.841,12.171,0.986,9.917,0.302,0.205,9.962,0.304,0.206,344.117,2.737,1493.182,11.876,0.362,1274.777,36055.543,41153.707,13675.899,3.484,1852.999,5366.551,19174.719,73.664,48386.641,1.475,0.571,0.005,148.448,1.181,10.275,9.673,-5.606,-0.045,36.51,0.29,29.43,0.234,706.888,5.622,0.078,9.863,6083.47,6.699,5.184,4.235,3.817,8.127,3.806,2.634,2.794,0.036,1.786,0.867,5.89,Asia,Eastern Asia,364500.0,338.2566,0.0034360685871056237
Japan,1997,JPN,126027984.0,4166540853248.0,39.926,0.317,1245.139,1237.592,-9.25,-0.742,9.82,0.297,0.2,9.88,0.299,0.201,349.675,2.775,1468.47,11.652,0.352,1314.703,37300.684,42391.297,14025.575,4.064,2006.032,5359.003,19866.771,83.537,49199.973,1.488,0.58,0.005,153.034,1.214,10.156,9.555,-7.548,-0.06,35.9,0.285,29.93,0.237,692.051,5.491,0.078,9.873,6200.573,6.038,5.123,3.94,3.899,8.042,3.839,2.66,2.814,0.041,1.854,0.856,5.925,Asia,Eastern Asia,364500.0,338.2566,0.0034160192043895744
Japan,1998,JPN,126308392.0,4117006909440.0,35.363,0.28,1205.25,1198.618,-38.973,-3.149,9.49,0.291,0.197,9.542,0.293,0.198,327.405,2.592,1372.157,10.864,0.333,1350.066,38505.93,43589.914,14352.979,4.563,2162.363,5352.371,20543.016,92.947,48110.82,1.476,0.499,0.004,156.33,1.238,9.766,9.166,-6.632,-0.053,34.67,0.274,28.44,0.225,676.244,5.354,0.074,9.41,6076.8,5.369,4.978,4.036,3.752,7.939,3.866,2.685,2.83,0.045,1.919,0.847,5.951,Asia,Eastern Asia,364500.0,338.2566,0.003306584362139918
Japan,1999,JPN,126555064.0,4104026587136.0,35.01,0.277,1241.836,1233.885,35.267,2.942,9.75,0.301,0.2,9.813,0.303,0.201,345.281,2.728,1461.891,11.551,0.356,1385.076,39747.77,44823.801,14698.262,5.102,2328.167,5344.42,21228.699,102.463,48803.297,1.505,0.539,0.004,165.804,1.31,9.955,9.356,-7.951,-0.063,34.41,0.272,22.23,0.176,685.684,5.418,0.075,9.516,6176.304,5.067,5.021,4.083,3.899,7.827,3.894,2.711,2.848,0.049,1.985,0.838,5.974,Asia,Eastern Asia,364500.0,338.2566,0.003406957475994513
Japan,2000,JPN,126803864.0,4215551819776.0,35.086,0.277,1264.595,1267.855,33.971,2.753,9.999,0.301,0.203,9.973,0.3,0.203,372.15,2.935,1546.829,12.199,0.367,1420.161,41012.363,46091.656,15070.411,5.614,2498.771,5347.681,21905.121,112.285,49229.383,1.481,0.512,0.004,170.604,1.345,10.067,9.47,3.261,0.026,33.97,0.268,24.86,0.196,676.422,5.334,0.077,9.822,6242.476,4.86,4.968,4.147,4.044,7.71,3.921,2.737,2.869,0.052,2.048,0.832,5.991,Asia,Eastern Asia,364500.0,338.2566,0.0034693964334705078
Japan,2001,JPN,127065736.0,4230083772416.0,34.374,0.271,1249.989,1241.964,-25.891,-2.042,9.774,0.294,0.201,9.837,0.295,0.202,381.228,3.0,1510.765,11.89,0.357,1454.536,42262.352,47333.621,15451.639,6.162,2668.394,5339.657,22559.863,121.759,48662.785,1.462,0.548,0.004,169.623,1.335,9.87,9.103,-8.024,-0.063,33.01,0.26,21.62,0.17,654.741,5.153,0.075,9.474,6183.373,4.557,4.87,4.084,4.119,7.586,3.943,2.761,2.891,0.056,2.105,0.825,6.0,Asia,Eastern Asia,364500.0,338.2566,0.0034293251028806584
Japan,2002,JPN,127301744.0,4232499429376.0,32.417,0.255,1279.362,1268.81,26.846,2.162,9.967,0.3,0.205,10.05,0.302,0.207,398.394,3.13,1501.379,11.794,0.355,1486.953,43541.711,48602.43,15850.033,6.687,2841.813,5329.105,23225.557,130.671,48643.801,1.463,0.525,0.004,173.419,1.362,10.107,9.342,-10.552,-0.083,32.86,0.258,21.65,0.17,665.695,5.229,0.07,8.913,6192.44,4.072,4.868,4.033,4.116,7.446,3.965,2.784,2.912,0.059,2.158,0.817,6.011,Asia,Eastern Asia,364500.0,338.2566,0.003509909465020576
Japan,2003,JPN,127502352.0,4294503825408.0,31.935,0.25,1287.692,1276.114,7.304,0.576,10.009,0.297,0.207,10.099,0.3,0.209,411.82,3.23,1525.949,11.968,0.355,1518.888,44829.406,49878.543,16261.854,7.193,3020.465,5317.526,23881.361,139.645,48392.926,1.437,0.506,0.004,178.652,1.401,10.153,9.389,-11.578,-0.091,32.65,0.256,21.76,0.171,655.805,5.143,0.07,8.973,6170.212,3.747,4.657,3.832,3.915,7.295,3.982,2.803,2.931,0.062,2.208,0.808,6.014,Asia,Eastern Asia,364500.0,338.2566,0.0035327626886145404
Japan,2004,JPN,127671288.0,4386537340928.0,31.276,0.245,1283.077,1270.472,-5.641,-0.442,9.951,0.29,0.204,10.05,0.293,0.206,419.814,3.288,1535.019,12.023,0.35,1550.164,46112.48,51149.016,16681.668,7.67,3198.03,5304.923,24526.021,148.931,48887.336,1.423,0.477,0.004,177.565,1.391,10.075,9.312,-12.604,-0.099,32.47,0.254,22.34,0.175,644.658,5.049,0.073,9.286,6241.509,3.435,4.481,3.737,3.862,7.133,3.995,2.821,2.949,0.064,2.252,0.8,6.009,Asia,Eastern Asia,364500.0,338.2566,0.003520101508916324
Japan,2005,JPN,127798376.0,4456733736960.0,32.28,0.253,1290.599,1278.252,7.779,0.612,10.002,0.287,0.204,10.099,0.29,0.206,430.348,3.367,1543.865,12.08,0.346,1582.444,47403.082,52427.27,17112.016,8.178,3374.031,5292.575,25167.795,158.62,49007.164,1.405,0.508,0.004,176.001,1.377,10.076,9.312,-12.348,-0.097,32.1,0.251,21.98,0.172,641.774,5.022,0.076,9.689,6263.036,3.347,4.358,3.723,3.728,6.972,4.004,2.838,2.965,0.067,2.289,0.792,6.003,Asia,Eastern Asia,364500.0,338.2566,0.0035407379972565156
Japan,2006,JPN,127902168.0,4517298438144.0,31.991,0.25,1267.624,1254.653,-23.598,-1.846,9.809,0.278,0.201,9.911,0.281,0.203,427.483,3.342,1518.881,11.875,0.336,1614.435,48670.703,53681.922,17539.498,8.731,3566.685,5279.604,25772.777,168.578,48855.34,1.383,0.553,0.004,192.654,1.506,9.901,9.137,-12.971,-0.101,31.97,0.25,21.87,0.171,604.984,4.73,0.078,9.959,6248.704,3.042,4.143,3.518,3.507,6.798,4.007,2.851,2.976,0.069,2.332,0.784,5.987,Asia,Eastern Asia,364500.0,338.2566,0.0034777064471879287
Japan,2007,JPN,128006424.0,4589238091776.0,30.658,0.24,1303.362,1291.601,36.947,2.945,10.09,0.281,0.209,10.182,0.284,0.211,444.982,3.476,1527.833,11.936,0.333,1645.093,49974.066,54973.523,17984.48,9.346,3775.807,5267.843,26380.328,179.011,48292.941,1.347,0.616,0.005,209.122,1.634,10.172,9.409,-11.761,-0.092,31.9,0.249,20.87,0.163,607.551,4.746,0.081,10.432,6181.807,2.715,4.137,3.593,3.483,6.613,4.011,2.864,2.987,0.072,2.38,0.777,5.971,Asia,Eastern Asia,364500.0,338.2566,0.0035757530864197534
Japan,2008,JPN,128077632.0,4536234147840.0,28.553,0.223,1232.481,1222.698,-68.903,-5.335,9.547,0.27,0.201,9.623,0.272,0.203,426.291,3.328,1505.146,11.752,0.332,1673.646,51206.551,56196.219,18410.771,9.912,3980.292,5258.06,26943.197,188.73,47418.414,1.339,0.565,0.004,204.485,1.597,9.644,8.88,-9.783,-0.076,31.22,0.244,20.63,0.161,562.868,4.395,0.076,9.72,6073.238,2.496,3.841,3.329,3.231,6.432,4.006,2.873,2.992,0.074,2.42,0.771,5.947,Asia,Eastern Asia,364500.0,338.2566,0.0033812921810699587
